,Usia,Gender,Gaji,Jumlah-Anak
146,56,L,5-10jt,2
147,26,L,3-5jt,0
148,39,L,1-3jt,1
149,27,P,5-10jt,4
150,49,P,1-3jt,1
151,43,P,1-3jt,6
152,55,L,3-5jt,4
153,26,P,5-10jt,1
154,28,L,1-3jt,4
155,51,L,3-5jt,4
156,47,L,1-3jt,0
157,24,L,1-3jt,4
158,31,L,1-3jt,1
159,56,L,5-10jt,0
160,29,P,1-3jt,4
161,57,L,5-10jt,2
162,60,L,1-3jt,3
163,36,L,1-3jt,2
164,49,P,1-3jt,2
165,46,L,1-3jt,2
166,18,P,3-5jt,0
167,52,L,5-10jt,4
168,18,L,3-5jt,0
169,53,L,5-10jt,1
170,33,L,5-10jt,5
171,26,P,3-5jt,4
172,24,L,5-10jt,1
173,52,P,1-3jt,3
174,53,L,1-3jt,4
175,28,L,5-10jt,1
176,38,L,5-10jt,6
177,18,L,5-10jt,5
178,54,P,5-10jt,2
179,54,L,5-10jt,4
180,55,L,3-5jt,0
181,26,P,3-5jt,3
182,28,L,1-3jt,1
183,39,L,1-3jt,3
184,38,P,5-10jt,4
185,32,P,5-10jt,2
186,52,L,3-5jt,0
187,58,L,5-10jt,1
188,27,P,1-3jt,6
189,17,L,5-10jt,5
190,46,L,1-3jt,1
191,47,P,5-10jt,3
192,59,P,1-3jt,1
193,46,P,3-5jt,3
194,44,L,3-5jt,0
195,25,L,5-10jt,5
196,49,P,5-10jt,4
197,36,L,3-5jt,4
198,60,P,1-3jt,3
199,32,P,5-10jt,0
200,46,L,5-10jt,1
201,22,L,3-5jt,2
202,33,L,5-10jt,6
203,21,P,3-5jt,5
204,17,L,5-10jt,5
205,43,P,3-5jt,2
206,31,L,3-5jt,6
207,60,L,5-10jt,3
208,36,P,5-10jt,4
209,38,P,1-3jt,0
210,21,P,1-3jt,5
211,22,L,5-10jt,1
212,23,L,3-5jt,3
213,38,P,5-10jt,2
214,23,L,3-5jt,3
215,20,P,5-10jt,5
216,40,P,3-5jt,4
217,54,L,5-10jt,0
218,47,P,5-10jt,4
219,33,P,5-10jt,6
220,51,P,3-5jt,3
221,41,P,3-5jt,3
222,30,P,5-10jt,0
223,21,P,1-3jt,6
224,40,P,3-5jt,6
225,55,P,3-5jt,1
226,46,L,3-5jt,0
227,35,P,5-10jt,0
228,50,L,5-10jt,2
229,33,P,1-3jt,3
230,49,P,5-10jt,6
231,50,P,1-3jt,2
232,35,P,5-10jt,6
233,38,L,1-3jt,6
234,52,L,1-3jt,4
235,46,L,5-10jt,0
236,48,P,1-3jt,0
237,45,L,5-10jt,1
238,37,P,5-10jt,3
239,24,L,3-5jt,1
240,42,P,5-10jt,4
241,43,L,5-10jt,2
242,48,P,1-3jt,0
243,52,L,3-5jt,5
244,47,L,1-3jt,0
245,45,P,5-10jt,1
246,38,P,1-3jt,5
247,29,P,3-5jt,5
248,21,P,1-3jt,2
249,36,L,5-10jt,0
250,31,P,5-10jt,4
251,41,L,5-10jt,1
252,29,L,1-3jt,1
253,29,L,5-10jt,4
254,26,L,1-3jt,2
255,24,P,5-10jt,6
256,41,P,1-3jt,3
257,33,P,3-5jt,6
258,43,P,5-10jt,1
259,26,L,3-5jt,6
260,22,L,5-10jt,0
261,53,L,3-5jt,5
262,22,L,1-3jt,0
263,46,P,1-3jt,5
264,30,L,5-10jt,4
265,25,P,1-3jt,5
266,55,P,3-5jt,5
267,50,L,1-3jt,1
268,49,L,1-3jt,6
269,40,P,3-5jt,4
270,32,P,1-3jt,5
271,34,P,5-10jt,6
272,44,P,3-5jt,3
273,35,P,5-10jt,5
274,22,L,5-10jt,4
275,44,P,5-10jt,1
276,30,P,1-3jt,3
277,45,P,5-10jt,2
278,51,P,1-3jt,4
279,17,P,3-5jt,1
280,29,L,1-3jt,1
281,49,L,5-10jt,1
282,51,P,5-10jt,4
283,42,P,1-3jt,5
284,41,P,3-5jt,2
285,44,L,1-3jt,0
286,43,L,3-5jt,2
287,19,P,5-10jt,3
288,36,P,3-5jt,1
289,54,L,1-3jt,5
290,22,P,5-10jt,2
291,28,P,3-5jt,4
292,56,P,5-10jt,2
293,32,L,3-5jt,4
294,38,P,5-10jt,4
295,47,P,1-3jt,3
296,48,L,3-5jt,6
297,23,P,5-10jt,3
298,55,P,1-3jt,0
299,30,P,5-10jt,6
300,57,P,5-10jt,2
301,50,L,3-5jt,6
302,52,P,1-3jt,0
303,34,L,3-5jt,6
304,39,P,3-5jt,4
305,24,P,5-10jt,1
306,57,P,3-5jt,3
307,49,P,3-5jt,3
308,55,P,1-3jt,2
309,32,L,5-10jt,1
310,29,P,3-5jt,2
311,53,P,3-5jt,4
312,48,L,3-5jt,1
313,55,L,3-5jt,6
314,33,L,5-10jt,2
315,37,P,5-10jt,4
316,49,L,1-3jt,5
317,22,L,1-3jt,0
318,57,L,5-10jt,2
319,22,P,1-3jt,4
320,33,P,1-3jt,2
321,58,L,3-5jt,5
322,37,L,3-5jt,3
323,37,P,3-5jt,1
324,21,P,1-3jt,3
325,41,L,5-10jt,6
326,37,P,3-5jt,5
327,20,P,5-10jt,2
328,23,L,3-5jt,5
329,26,L,3-5jt,6
330,32,L,1-3jt,0
331,36,L,3-5jt,4
332,28,L,3-5jt,6
333,47,P,5-10jt,6
334,34,P,1-3jt,4
335,31,P,5-10jt,2
336,49,L,1-3jt,2
337,56,P,5-10jt,1
338,53,P,1-3jt,5
339,55,L,3-5jt,2
340,19,P,1-3jt,5
341,32,L,5-10jt,5
342,36,L,3-5jt,3
343,60,P,5-10jt,4
344,19,L,5-10jt,3
345,24,P,3-5jt,5
346,33,L,5-10jt,0
347,59,P,1-3jt,5
348,24,P,1-3jt,4
349,48,L,5-10jt,5
350,27,L,5-10jt,3
351,38,L,3-5jt,6
352,42,L,5-10jt,2
353,39,P,1-3jt,1
354,17,P,1-3jt,1
355,43,L,3-5jt,4
356,17,L,5-10jt,0
357,19,P,1-3jt,0
358,20,P,3-5jt,1
359,53,P,1-3jt,0
360,21,P,1-3jt,0
361,51,L,1-3jt,2
362,47,P,3-5jt,1
363,51,P,3-5jt,4
364,55,P,3-5jt,1
365,55,L,1-3jt,5
366,26,L,5-10jt,1
367,51,P,1-3jt,3
368,29,P,1-3jt,6
369,59,L,5-10jt,5
370,24,L,1-3jt,0
371,29,L,1-3jt,5
372,32,L,3-5jt,2
373,24,L,3-5jt,1
374,53,P,1-3jt,0
375,19,L,5-10jt,1
376,54,L,3-5jt,2
377,43,P,1-3jt,4
378,51,L,3-5jt,1
379,44,P,3-5jt,5
380,50,L,3-5jt,5
381,49,L,1-3jt,6
382,55,L,5-10jt,6
383,45,P,5-10jt,6
384,45,L,5-10jt,6
385,37,L,1-3jt,1
386,42,P,5-10jt,3
387,55,L,5-10jt,5
388,32,L,5-10jt,5
389,53,L,5-10jt,5
390,20,L,5-10jt,3
391,33,P,3-5jt,5
392,50,P,5-10jt,3
393,50,L,3-5jt,0
394,45,P,5-10jt,1
395,46,P,1-3jt,4
396,18,P,1-3jt,1
397,50,L,1-3jt,3
398,32,P,1-3jt,4
399,33,L,1-3jt,4
400,53,P,5-10jt,0
401,57,P,3-5jt,5
402,50,L,5-10jt,6
403,45,L,1-3jt,5
404,25,L,3-5jt,2
405,24,P,3-5jt,5
406,36,P,3-5jt,0
407,50,P,3-5jt,0
408,18,P,1-3jt,6
409,28,L,1-3jt,3
410,50,P,3-5jt,5
411,43,L,3-5jt,4
412,57,L,1-3jt,5
413,46,L,3-5jt,2
414,23,P,5-10jt,5
415,19,L,5-10jt,6
416,53,L,3-5jt,2
417,20,P,3-5jt,1
418,22,L,5-10jt,0
419,23,P,5-10jt,1
420,34,P,1-3jt,3
421,30,L,5-10jt,0
422,46,L,5-10jt,3
423,53,P,5-10jt,4
424,59,L,3-5jt,1
425,59,P,1-3jt,1
426,41,P,1-3jt,0
427,22,L,1-3jt,4
428,49,P,3-5jt,2
429,36,P,3-5jt,2
430,25,P,5-10jt,2
431,28,P,3-5jt,0
432,20,L,3-5jt,5
433,35,P,1-3jt,6
434,39,L,1-3jt,5
435,59,P,3-5jt,4
436,17,L,5-10jt,1
437,19,L,3-5jt,5
438,31,P,1-3jt,5
439,58,P,5-10jt,1
440,34,P,3-5jt,4
441,20,L,1-3jt,0
442,17,P,3-5jt,6
443,35,P,3-5jt,4
444,26,P,1-3jt,1
445,17,L,1-3jt,3
446,60,P,5-10jt,1
447,43,L,5-10jt,2
448,40,L,5-10jt,6
449,45,L,3-5jt,1
450,36,L,5-10jt,5
451,18,P,3-5jt,6
452,56,L,3-5jt,6
453,27,P,5-10jt,6
454,53,L,5-10jt,4
455,42,P,3-5jt,1
456,48,L,3-5jt,3
457,22,L,1-3jt,6
458,32,P,1-3jt,0
459,29,P,1-3jt,1
460,53,L,1-3jt,5
461,21,P,1-3jt,1
462,24,L,5-10jt,1
463,50,P,5-10jt,0
464,50,L,5-10jt,0
465,39,P,5-10jt,6
466,33,L,3-5jt,5
467,60,P,3-5jt,4
468,43,P,3-5jt,5
469,52,P,3-5jt,5
470,42,P,1-3jt,5
471,54,P,1-3jt,1
472,37,P,1-3jt,5
473,45,P,5-10jt,5
474,26,P,1-3jt,6
475,32,P,1-3jt,5
476,47,P,3-5jt,0
477,42,L,3-5jt,6
478,23,P,1-3jt,6
479,50,P,3-5jt,6
480,26,P,5-10jt,3
481,19,L,1-3jt,5
482,46,P,3-5jt,4
483,23,L,5-10jt,3
484,53,P,3-5jt,2
485,27,L,1-3jt,0
486,60,P,1-3jt,6
487,32,L,3-5jt,3
488,33,L,5-10jt,5
489,54,P,3-5jt,2
490,30,L,1-3jt,0
491,45,P,3-5jt,4
492,32,P,1-3jt,3
493,55,P,3-5jt,0
494,56,L,3-5jt,6
495,43,P,5-10jt,6
496,51,L,1-3jt,6
497,35,L,1-3jt,1
498,59,L,1-3jt,0
499,22,P,5-10jt,2
500,51,L,3-5jt,0
501,17,L,5-10jt,2
502,44,L,5-10jt,1
503,44,P,3-5jt,6
504,20,P,1-3jt,5
505,17,P,3-5jt,5
506,34,L,5-10jt,6
507,55,L,5-10jt,5
508,22,P,3-5jt,3
509,37,L,1-3jt,6
510,48,P,5-10jt,5
511,27,P,1-3jt,5
512,39,L,1-3jt,5
513,20,L,3-5jt,5
514,55,P,1-3jt,6
515,42,L,3-5jt,0
516,54,P,3-5jt,0
517,52,P,1-3jt,0
518,18,P,1-3jt,2
519,37,L,5-10jt,5
520,22,L,3-5jt,4
521,21,P,5-10jt,0
522,28,P,3-5jt,3
523,54,L,1-3jt,1
524,24,L,3-5jt,1
525,22,L,5-10jt,3
526,39,P,5-10jt,6
527,54,P,1-3jt,2
528,53,P,3-5jt,3
529,44,L,3-5jt,5
530,43,P,5-10jt,1
531,27,P,1-3jt,6
532,27,L,5-10jt,3
533,22,L,3-5jt,4
534,49,L,3-5jt,4
535,43,P,5-10jt,1
536,25,L,5-10jt,5
537,38,P,5-10jt,3
538,50,L,1-3jt,5
539,25,L,1-3jt,2
540,45,P,5-10jt,2
541,52,P,3-5jt,0
542,40,L,3-5jt,4
543,38,P,3-5jt,4
544,56,L,5-10jt,0
545,19,P,1-3jt,1
546,35,P,5-10jt,1
547,52,P,5-10jt,1
548,24,L,5-10jt,0
549,56,P,1-3jt,1
550,47,L,1-3jt,2
551,38,P,1-3jt,4
552,24,P,1-3jt,1
553,60,P,5-10jt,3
554,26,P,1-3jt,0
555,18,L,3-5jt,0
556,52,L,3-5jt,5
557,48,P,3-5jt,2
558,33,P,5-10jt,3
559,32,L,1-3jt,0
560,23,L,3-5jt,5
561,28,L,3-5jt,1
562,35,P,3-5jt,4
563,31,L,3-5jt,1
564,25,P,1-3jt,2
565,39,L,1-3jt,3
566,19,L,1-3jt,6
567,42,L,1-3jt,0
568,20,L,3-5jt,1
569,39,L,3-5jt,4
570,24,L,1-3jt,5
571,30,P,5-10jt,0
572,20,L,5-10jt,5
573,34,L,1-3jt,0
574,38,L,3-5jt,6
575,56,L,3-5jt,2
576,53,P,1-3jt,4
577,22,L,5-10jt,2
578,33,L,5-10jt,5
579,55,P,1-3jt,4
580,20,L,1-3jt,0
581,42,L,3-5jt,3
582,32,L,1-3jt,5
583,18,L,1-3jt,2
584,43,P,3-5jt,5
585,20,L,5-10jt,0
586,57,P,5-10jt,3
587,42,P,3-5jt,0
588,33,L,5-10jt,0
589,52,L,3-5jt,0
590,42,L,1-3jt,4
591,43,P,5-10jt,2
592,17,P,1-3jt,0
593,43,L,5-10jt,3
594,43,P,3-5jt,6
595,19,L,3-5jt,0
596,31,L,3-5jt,4
597,38,L,3-5jt,3
598,45,P,5-10jt,1
599,39,P,1-3jt,6
600,28,L,5-10jt,4
601,37,L,1-3jt,3
602,25,L,5-10jt,2
603,31,L,3-5jt,6
604,35,P,5-10jt,3
605,51,P,1-3jt,6
606,38,P,1-3jt,1
607,21,P,1-3jt,1
608,58,L,1-3jt,0
609,46,P,3-5jt,5
610,35,P,5-10jt,0
611,25,P,1-3jt,5
612,33,P,1-3jt,3
613,30,L,1-3jt,1
614,57,L,3-5jt,2
615,45,P,3-5jt,3
616,60,L,3-5jt,4
617,38,L,1-3jt,0
618,28,L,1-3jt,3
619,45,P,3-5jt,3
620,58,L,3-5jt,1
621,25,L,5-10jt,3
622,46,P,3-5jt,6
623,18,P,5-10jt,1
624,59,P,3-5jt,0
625,57,L,3-5jt,3
626,51,P,5-10jt,4
627,40,P,1-3jt,6
628,47,L,5-10jt,3
629,44,L,1-3jt,2
630,42,P,5-10jt,2
631,51,P,1-3jt,0
632,41,P,1-3jt,0
633,36,L,3-5jt,0
634,35,L,3-5jt,2
635,27,L,3-5jt,3
636,54,P,5-10jt,4
637,19,L,1-3jt,3
638,55,L,3-5jt,5
639,59,L,1-3jt,2
640,20,P,5-10jt,1
641,43,P,3-5jt,5
642,23,L,1-3jt,2
643,44,L,3-5jt,6
644,54,L,3-5jt,4
645,45,L,1-3jt,5
646,31,P,1-3jt,1
647,60,P,5-10jt,0
648,18,P,3-5jt,2
649,18,L,3-5jt,1
650,36,L,3-5jt,1
651,21,L,3-5jt,3
652,54,P,5-10jt,3
653,38,P,5-10jt,6
654,50,L,1-3jt,5
655,38,L,1-3jt,1
656,45,P,1-3jt,1
657,23,P,3-5jt,4
658,32,L,3-5jt,0
659,56,L,1-3jt,4
660,33,P,1-3jt,2
661,40,L,1-3jt,0
662,21,L,3-5jt,3
663,23,L,1-3jt,2
664,44,L,3-5jt,1
665,23,P,5-10jt,5
666,55,L,1-3jt,1
667,43,P,3-5jt,0
668,27,L,1-3jt,6
669,51,L,3-5jt,0
670,47,L,1-3jt,0
671,34,P,1-3jt,3
672,26,P,3-5jt,3
673,45,P,5-10jt,1
674,22,P,3-5jt,3
675,32,P,3-5jt,4
676,44,P,3-5jt,1
677,56,L,1-3jt,5
678,38,L,5-10jt,0
679,40,P,5-10jt,6
680,18,L,1-3jt,0
681,23,L,3-5jt,0
682,29,P,1-3jt,0
683,24,L,3-5jt,0
684,23,L,1-3jt,5
685,48,L,3-5jt,6
686,40,P,5-10jt,0
687,29,L,3-5jt,3
688,38,L,1-3jt,2
689,28,L,3-5jt,4
690,44,P,3-5jt,5
691,32,L,5-10jt,1
692,17,P,1-3jt,1
693,20,L,1-3jt,0
694,19,L,3-5jt,5
695,23,P,1-3jt,1
696,58,P,5-10jt,5
697,55,P,1-3jt,5
698,39,P,1-3jt,6
699,37,L,5-10jt,1
700,39,P,1-3jt,0
701,43,L,3-5jt,2
702,49,L,5-10jt,4
703,51,P,5-10jt,3
704,47,P,5-10jt,2
705,42,P,5-10jt,0
706,31,L,1-3jt,3
707,36,P,3-5jt,4
708,50,P,1-3jt,3
709,46,P,1-3jt,2
710,37,P,1-3jt,0
711,26,P,5-10jt,2
712,60,P,5-10jt,0
713,25,P,1-3jt,2
714,52,L,3-5jt,2
715,28,L,1-3jt,6
716,33,P,5-10jt,6
717,55,P,3-5jt,3
718,35,L,5-10jt,3
719,56,L,5-10jt,3
720,40,P,5-10jt,2
721,24,P,3-5jt,4
722,24,P,5-10jt,6
723,60,L,1-3jt,5
724,38,P,1-3jt,1
725,24,P,3-5jt,1
726,18,P,1-3jt,4
727,18,L,3-5jt,5
728,18,L,5-10jt,1
729,28,P,1-3jt,3
730,44,P,3-5jt,0
731,48,P,3-5jt,5
732,57,L,1-3jt,4
733,57,P,3-5jt,0
734,51,L,5-10jt,6
735,25,L,3-5jt,5
736,56,P,1-3jt,4
737,28,P,3-5jt,5
738,20,P,1-3jt,1
739,55,L,1-3jt,3
740,40,P,5-10jt,4
741,18,L,5-10jt,1
742,38,L,5-10jt,6
743,55,L,5-10jt,3
744,49,L,5-10jt,0
745,36,L,1-3jt,3
746,40,L,3-5jt,5
747,38,P,1-3jt,0
748,33,P,5-10jt,1
749,25,L,5-10jt,1
750,53,L,5-10jt,2
751,41,L,1-3jt,0
752,38,P,5-10jt,3
753,18,P,3-5jt,0
754,47,L,1-3jt,6
755,30,L,3-5jt,5
756,45,P,5-10jt,2
757,35,L,3-5jt,4
758,26,L,1-3jt,2
759,51,L,5-10jt,1
760,47,L,3-5jt,6
761,31,P,3-5jt,3
762,58,L,1-3jt,0
763,23,L,5-10jt,4
764,45,L,5-10jt,2
765,40,P,3-5jt,1
766,38,L,1-3jt,1
767,39,L,5-10jt,4
768,52,L,5-10jt,5
769,34,L,5-10jt,3
770,39,L,1-3jt,5
771,32,L,1-3jt,3
772,44,L,3-5jt,2
773,36,L,3-5jt,3
774,37,P,5-10jt,4
775,20,P,1-3jt,4
776,38,L,3-5jt,6
777,19,P,1-3jt,4
778,46,L,1-3jt,5
779,51,L,5-10jt,0
780,37,L,1-3jt,2
781,41,P,1-3jt,6
782,56,P,3-5jt,0
783,53,P,3-5jt,5
784,44,L,1-3jt,0
785,37,P,5-10jt,4
786,58,P,5-10jt,5
787,59,P,5-10jt,2
788,59,P,3-5jt,2
789,48,L,5-10jt,5
790,56,L,1-3jt,5
791,27,P,5-10jt,4
792,31,L,5-10jt,1
793,32,P,5-10jt,3
794,52,P,1-3jt,5
795,54,L,1-3jt,6
796,52,P,5-10jt,5
797,30,P,1-3jt,0
798,49,L,5-10jt,5
799,45,L,5-10jt,2
800,41,L,5-10jt,3
801,23,P,3-5jt,5
802,30,L,1-3jt,4
803,31,P,3-5jt,3
804,49,L,3-5jt,1
805,29,L,3-5jt,3
806,19,P,1-3jt,5
807,37,P,3-5jt,4
808,26,L,5-10jt,2
809,46,L,1-3jt,5
810,35,P,5-10jt,1
811,22,P,5-10jt,0
812,40,L,1-3jt,2
813,41,L,3-5jt,1
814,58,P,3-5jt,2
815,39,L,5-10jt,4
816,33,P,3-5jt,2
817,33,P,1-3jt,0
818,59,L,3-5jt,2
819,22,P,3-5jt,4
820,35,L,3-5jt,6
821,60,L,5-10jt,5
822,24,L,3-5jt,0
823,42,P,3-5jt,1
824,44,P,1-3jt,2
825,25,P,3-5jt,0
826,56,P,3-5jt,4
827,51,P,3-5jt,3
828,57,L,3-5jt,1
829,42,L,5-10jt,4
830,36,P,3-5jt,2
831,43,P,1-3jt,3
832,40,L,1-3jt,1
833,47,L,5-10jt,6
834,34,P,1-3jt,3
835,26,P,3-5jt,0
836,23,L,5-10jt,3
837,22,P,5-10jt,4
838,26,P,5-10jt,4
839,57,L,1-3jt,2
840,20,P,3-5jt,0
841,44,P,5-10jt,5
842,60,P,1-3jt,5
843,40,P,1-3jt,5
844,53,L,3-5jt,3
845,45,P,1-3jt,4
846,24,L,5-10jt,6
847,50,L,3-5jt,6
848,43,L,5-10jt,1
849,21,L,1-3jt,2
850,48,P,1-3jt,2
851,44,L,5-10jt,0
852,54,P,3-5jt,5
853,49,L,3-5jt,4
854,33,P,1-3jt,5
855,57,L,1-3jt,1
856,35,P,3-5jt,4
857,39,P,1-3jt,3
858,59,P,1-3jt,6
859,21,L,1-3jt,1
860,23,P,3-5jt,3
861,22,P,1-3jt,4
862,19,L,1-3jt,0
863,40,P,1-3jt,5
864,45,P,5-10jt,2
865,51,P,3-5jt,2
866,26,L,5-10jt,1
867,41,P,1-3jt,5
868,17,L,5-10jt,3
869,48,P,3-5jt,4
870,37,L,3-5jt,0
871,18,P,5-10jt,4
872,53,L,1-3jt,2
873,28,P,3-5jt,0
874,54,P,1-3jt,2
875,20,L,5-10jt,6
876,19,P,1-3jt,3
877,36,P,1-3jt,1
878,37,L,1-3jt,1
879,32,L,3-5jt,3
880,29,P,3-5jt,0
881,44,L,1-3jt,4
882,27,L,3-5jt,6
883,23,L,5-10jt,2
884,46,L,3-5jt,6
885,32,P,1-3jt,3
886,51,L,1-3jt,5
887,25,P,3-5jt,6
888,32,P,3-5jt,2
889,31,P,5-10jt,4
890,60,P,5-10jt,2
891,18,L,5-10jt,1
892,49,L,3-5jt,5
893,33,L,3-5jt,6
894,23,P,3-5jt,2
895,19,P,5-10jt,6
896,45,P,5-10jt,4
897,32,P,5-10jt,1
898,41,L,3-5jt,5
899,47,L,5-10jt,0
900,20,P,3-5jt,3
901,47,L,1-3jt,5
902,43,L,3-5jt,6
903,21,L,1-3jt,0
904,59,P,3-5jt,5
905,49,L,1-3jt,2
906,31,L,1-3jt,2
907,25,P,1-3jt,2
908,40,L,5-10jt,5
909,52,L,5-10jt,4
910,45,P,1-3jt,0
911,52,L,5-10jt,6
912,24,L,3-5jt,4
913,37,P,5-10jt,5
914,30,P,1-3jt,5
915,29,L,5-10jt,0
916,23,P,3-5jt,3
917,57,P,1-3jt,0
918,43,P,5-10jt,1
919,49,L,3-5jt,1
920,26,P,3-5jt,3
921,47,L,3-5jt,6
922,17,P,1-3jt,3
923,47,L,3-5jt,2
924,39,P,5-10jt,4
925,47,P,1-3jt,6
926,33,P,5-10jt,2
927,45,L,1-3jt,6
928,56,L,1-3jt,1
929,48,L,3-5jt,3
930,29,L,3-5jt,2
931,42,P,5-10jt,3
932,56,P,5-10jt,6
933,53,P,5-10jt,1
934,29,L,1-3jt,4
935,39,L,5-10jt,6
936,49,P,1-3jt,6
937,22,P,3-5jt,2
938,34,P,3-5jt,3
939,39,P,5-10jt,3
940,57,P,3-5jt,1
941,55,L,3-5jt,0
942,18,L,5-10jt,2
943,56,P,3-5jt,2
944,32,L,3-5jt,2
945,58,L,3-5jt,4
946,58,L,3-5jt,0
947,23,P,1-3jt,1
948,51,P,3-5jt,0
949,23,L,1-3jt,0
950,47,P,1-3jt,0
951,35,L,3-5jt,2
952,32,P,5-10jt,5
953,58,P,5-10jt,6
954,42,L,5-10jt,2
955,53,P,3-5jt,4
956,30,L,5-10jt,2
957,45,L,5-10jt,5
958,17,L,1-3jt,4
959,60,L,5-10jt,2
960,43,P,3-5jt,4
961,21,L,3-5jt,1
962,45,L,1-3jt,1
963,20,P,1-3jt,3
964,35,L,3-5jt,2
965,33,L,5-10jt,1
966,32,L,1-3jt,2
967,51,L,1-3jt,5
968,36,L,3-5jt,1
969,38,P,3-5jt,6
970,56,L,5-10jt,0
971,42,P,5-10jt,6
972,58,P,1-3jt,5
973,21,P,1-3jt,6
974,29,L,3-5jt,1
975,45,P,3-5jt,3
976,20,P,3-5jt,2
977,27,L,3-5jt,3
978,20,L,1-3jt,1
979,43,P,3-5jt,5
980,43,L,5-10jt,1
981,40,P,5-10jt,1
982,57,P,1-3jt,6
983,48,P,1-3jt,4
984,41,P,3-5jt,4
985,24,L,1-3jt,6
986,25,L,1-3jt,4
987,32,P,1-3jt,0
988,34,P,5-10jt,3
989,40,P,3-5jt,6
990,39,P,3-5jt,5
991,57,P,5-10jt,5
992,25,L,5-10jt,1
993,44,P,1-3jt,0
994,50,P,1-3jt,5
995,27,P,5-10jt,5
